instruction,intent,category,tags,response
"I have to notify of fucking inappropiate content, can you help me?",report_inappropiate_content,CONTENT,BCILW,"To report inappropriate content that violates our community standards, please follow the procedure outlined below:

1. Visit {{WEBSITE_URL}}.
2. Identify the specific content that you deem inappropriate.
3. Click on the {{REPORT_SECTION}} option which is typically found adjacent to the content (marked by a {{FLAG_ICON}}).
4. From the dropdown menu, choose the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option.
5. Select the reason that best fits the nature of your report from the list provided.
6. If necessary, add any relevant details that could assist in the review and submit your report.

Our review team will examine your report and take appropriate action as per our established guidelines."
"I need to notify of inappropiate content , how to do it?",report_inappropiate_content,CONTENT,BCILZ,"To report inappropriate content on our platform, please adhere to the following guidelines:

1. Visit {{WEBSITE_URL}} to begin the process.
2. Identify the specific content that you deem inappropriate.
3. Access the {{REPORT_SECTION}} area, which is typically found in close proximity to the content (indicated by a {{FLAG_ICON}}).
4. From the dropdown menu, select the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option.
5. Indicate the most suitable reason for your report from the provided list.
6. Fill in any required details that may enhance your report and proceed to submit it.

Our dedicated team will examine your report and take appropriate actions in accordance with our community standards."
I'd like to notify of fucking inappropiate content where could i do it,report_inappropiate_content,CONTENT,BCILPQW,"To report inappropriate content on our platform, please follow these steps:

1. Visit the website at {{WEBSITE_URL}}.
2. Identify the content that you deem inappropriate.
3. Click on the {{REPORT_SECTION}} option which is typically found next to the content (marked by a {{FLAG_ICON}}).
4. From the dropdown menu, choose the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option.
5. Select the reason that best fits the nature of your report from the list provided.
6. If necessary, add any extra details that could assist in the review and submit your report.

Our review team will examine your report and take appropriate measures in accordance with our community standards."
id like to notify of copyright infrinement where do i do it,report_copyright_infringement,CONTENT,BCILPQZ,"To report copyright infringement, please follow these steps:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and click on the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} link.
4. Complete the necessary fields, providing specific details about the infringement.
5. Submit the completed form for our evaluation.

Once we receive your report, it will be assessed, and necessary actions will be implemented according to our policies."
"I would like to submit a notification of explicit content, how can I do it?",report_inappropiate_content,CONTENT,BCILP,"To address the concern of explicit content, please adhere to the following process:

1. Access our official website at {{WEBSITE_URL}}.
2. Go to the {{EXPLICIT_CONTENT_SECTION}} section.
3. Select the {{REPORT_EXPLICIT_CONTENT_OPTION}} option provided.
4. Complete the form with all necessary details relevant to the explicit content.
5. Submit your report for our investigation.

Your submission will be thoroughly assessed, and necessary actions will be implemented according to our established guidelines."
need to submit a notification of fucking copyright violation will uhelp me,report_copyright_infringement,CONTENT,BCILPQW,"To report a copyright infringement issue, please adhere to the following procedures:

1. Access our website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary fields with accurate information regarding the infringement.
5. Submit the completed form for our evaluation.

Upon submission, your report will be thoroughly assessed, and necessary actions will be executed according to our established guidelines."
i want help to notify of fucking inappropiate content,report_inappropiate_content,CONTENT,BLQW,"To report inappropriate content on our platform, please adhere to the following procedure:

1. Go to {{WEBSITE_URL}}.
2. Identify the specific content that you believe is inappropriate.
3. Click on the {{REPORT_SECTION}}, which is typically found in close proximity to the content (depicted by a {{FLAG_ICON}}).
4. From the options displayed, select the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} choice.
5. Indicate the most relevant reason for your report from the options available.
6. If necessary, add any extra details that may assist in your report and then submit it.

Upon receiving your report, our team will conduct a thorough review and take appropriate measures in accordance with our community standards."
id like to submit a notification of fucking copyright violation i need assistance,report_copyright_infringement,CONTENT,BCLPQW,"To initiate a formal copyright infringement report, please adhere to the following procedures:

1. Access our website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary fields with accurate information regarding the infringement.
5. Submit the report for our evaluation.

Once we receive your submission, it will be assessed in line with our established protocols, and you will be informed of any relevant actions taken."
"I'd like to report copyright infringement, help me",report_copyright_infringement,CONTENT,BCP,"To report copyright infringement, please adhere to the following process:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} area.
3. Find and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option.
4. Complete the necessary details regarding the infringement claim.
5. Submit the completed form for evaluation.

Your submission will be assessed promptly, and appropriate measures will be implemented in accordance with our guidelines."
id like to notify of copyright violation where to do it,report_copyright_infringement,CONTENT,BCILPQ,"To address any copyright infringement you may have identified, please adhere to the following guidelines:

1. Access our official website at {{WEBSITE_URL}}.
2. Proceed to the {{COPYRIGHT_SECTION}} section on the site.
3. Identify and select the {{REPORT_COPYRIGHT_INFRINGEMENT_OPTION}} option provided.
4. Complete the necessary fields, including specifics relevant to the infringement.
5. Submit your completed form for our assessment.

We appreciate your cooperation in this matter. Your report will receive prompt attention, and we will take necessary steps in accordance with our established policies."
"I found a case of fucking explicit content, I want to notify it",report_inappropiate_content,CONTENT,BCLW,"To address and report any inappropriate content you encounter on our platform, please adhere to the following procedure:

1. Visit the website at {{WEBSITE_URL}}.
2. Identify the content that you deem inappropriate.
3. Click on the {{REPORT_SECTION}} option which is typically located near the content (indicated by a {{FLAG_ICON}}).
4. From the dropdown menu, choose the {{REPORT_INAPPROPRIATE_CONTENT_OPTION}} option.
5. Select the reason that best fits the nature of your report from the list provided.
6. If necessary, add any relevant details that could assist in the review and submit your report.

Our review team will examine your report and take appropriate measures in accordance with our community standards."
